loan_id,update_date,servicer_name,reported_balance,reported_status,reported_rate,source_system,conflict_type,stale_flag,notes
LN0006450,2023-07-18,ServicerB,224788.12,90DPD,4.305,Servicer-Portal,none,0,Update from ServicerD
LN0006450,2023-03-02,ServicerA,224788.12,Default,2.885,LOS,none,0,Update from ServicerD
LN0006450,2021-09-08,ServicerB,224788.12,Current,5.43,Manual-Entry,none,0,Update from ServicerA
LN0008103,2021-08-04,ServicerA,0.0,Current,5.649,Servicer-Portal,stale_record,1,Update from ServicerB
LN0008103,2022-03-26,ServicerE,0.0,30DPD,3.016,Servicer-Portal,none,0,Update from ServicerB
LN0005918,2021-04-02,ServicerD,397976.42,90DPD,7.716,Servicer-Portal,balance_mismatch,0,Update from ServicerE
LN0005918,2021-10-18,ServicerB,205251.35,30DPD,4.994,Manual-Entry,none,0,Update from ServicerC
LN0005918,2023-03-13,ServicerE,205251.35,Current,5.737,Servicer-Portal,stale_record,1,Update from ServicerC
LN0005918,2022-07-28,ServicerE,185506.73,60DPD,6.527,Batch-Upload,balance_mismatch,0,Update from ServicerE
LN0005918,2022-07-30,ServicerC,290939.28,30DPD,4.739,Manual-Entry,balance_mismatch,0,Update from ServicerC
LN0005918,2023-01-17,ServicerA,205251.35,Current,6.017,Servicer-Portal,stale_record,1,Update from ServicerE
LN0007068,2023-12-02,ServicerA,347520.7,90DPD,7.373,Servicer-Portal,rate_discrepancy,0,Update from ServicerC
LN0007068,2021-11-13,ServicerC,347520.7,60DPD,5.884,LOS,none,0,Update from ServicerA
LN0007068,2022-09-26,ServicerA,347520.7,60DPD,6.064,Servicer-Portal,none,0,Update from ServicerC
LN0007068,2022-06-01,ServicerC,347520.7,Default,6.555,LOS,none,0,Update from ServicerA
LN0007068,2021-07-15,ServicerC,347520.7,Default,5.416,LOS,none,0,Update from ServicerA
LN0007068,2022-01-17,ServicerD,347520.7,Current,9.336,LOS,status_conflict,0,Update from ServicerC
LN0006257,2023-10-09,ServicerE,68006.02,60DPD,6.03,LOS,balance_mismatch,0,Update from ServicerD
LN0006257,2022-07-02,ServicerA,101717.92,60DPD,3.717,LOS,none,0,Update from ServicerA
LN0001067,2022-06-12,ServicerB,250237.28,Default,4.975,Batch-Upload,rate_discrepancy,0,Update from ServicerE
LN0005075,2021-05-20,ServicerD,178799.07,90DPD,6.426,Batch-Upload,status_conflict,0,Update from ServicerA
LN0000540,2022-07-29,ServicerA,0.0,60DPD,5.169,LOS,stale_record,1,Update from ServicerC
LN0000540,2023-09-25,ServicerB,0.0,Default,5.465,Servicer-Portal,none,0,Update from ServicerA
LN0002763,2023-07-17,ServicerB,0.0,30DPD,6.28,Manual-Entry,rate_discrepancy,0,Update from ServicerD
LN0002763,2022-05-11,ServicerB,0.0,Default,3.331,Servicer-Portal,none,0,Update from ServicerB
LN0002763,2021-01-14,ServicerD,0.0,Current,6.217,Servicer-Portal,none,0,Update from ServicerA
LN0002763,2023-06-30,ServicerC,0.0,30DPD,5.988,LOS,stale_record,1,Update from ServicerD
LN0002763,2021-05-29,ServicerD,0.0,30DPD,4.531,Batch-Upload,none,0,Update from ServicerC
LN0007528,2023-05-12,ServicerA,198120.26,Default,7.198,Servicer-Portal,none,0,Update from ServicerE
LN0007528,2022-07-12,ServicerC,376340.16,60DPD,4.843,Batch-Upload,balance_mismatch,0,Update from ServicerB
LN0007528,2023-08-02,ServicerB,198120.26,90DPD,6.449,LOS,stale_record,1,Update from ServicerD
LN0007528,2021-12-31,ServicerB,198120.26,90DPD,4.045,Batch-Upload,none,0,Update from ServicerC
LN0007528,2023-10-03,ServicerD,198120.26,Current,2.311,Manual-Entry,status_conflict,0,Update from ServicerC
LN0007528,2022-05-03,ServicerB,198120.26,Current,5.08,Manual-Entry,none,0,Update from ServicerE
LN0001969,2021-05-01,ServicerA,224716.04,Default,3.281,LOS,stale_record,1,Update from ServicerC
LN0001969,2023-11-16,ServicerD,224716.04,Default,8.195,LOS,none,0,Update from ServicerE
LN0001969,2021-02-09,ServicerC,224716.04,Current,5.138,Manual-Entry,rate_discrepancy,0,Update from ServicerD
LN0001969,2023-04-14,ServicerE,224716.04,Default,7.651,Servicer-Portal,stale_record,1,Update from ServicerE
LN0001969,2023-08-24,ServicerC,448833.99,Current,8.113,Servicer-Portal,balance_mismatch,0,Update from ServicerD
LN0001969,2022-11-11,ServicerC,224716.04,Default,7.694,Manual-Entry,status_conflict,0,Update from ServicerB
LN0003990,2023-02-26,ServicerE,227143.9,Default,4.136,Manual-Entry,status_conflict,0,Update from ServicerD
LN0003990,2022-02-12,ServicerC,227143.9,30DPD,5.803,Servicer-Portal,none,0,Update from ServicerB
LN0003990,2021-07-29,ServicerD,289406.99,30DPD,7.087,Manual-Entry,balance_mismatch,0,Update from ServicerE
LN0003990,2021-08-10,ServicerB,227143.9,60DPD,2.579,Servicer-Portal,none,0,Update from ServicerA
LN0000541,2022-11-12,ServicerB,56326.55,Current,3.472,Batch-Upload,none,0,Update from ServicerA
LN0000541,2021-07-30,ServicerE,56326.55,30DPD,4.314,Servicer-Portal,stale_record,1,Update from ServicerD
LN0000541,2022-03-10,ServicerC,56326.55,Default,3.017,Batch-Upload,stale_record,1,Update from ServicerD
LN0000541,2023-09-14,ServicerD,56326.55,30DPD,8.197,LOS,stale_record,1,Update from ServicerD
LN0000541,2022-10-21,ServicerC,56326.55,Default,4.392,Batch-Upload,none,0,Update from ServicerB
LN0007315,2022-06-20,ServicerC,104855.98,Default,7.737,Batch-Upload,rate_discrepancy,0,Update from ServicerB
LN0007315,2021-11-15,ServicerD,104855.98,Current,5.027,Manual-Entry,none,0,Update from ServicerD
LN0007315,2021-06-05,ServicerD,61753.88,60DPD,3.8,Servicer-Portal,balance_mismatch,0,Update from ServicerE
LN0007315,2023-02-01,ServicerA,104855.98,30DPD,6.962,Batch-Upload,none,0,Update from ServicerD
LN0007315,2023-11-13,ServicerA,124677.16,Current,4.539,Batch-Upload,balance_mismatch,0,Update from ServicerD
LN0001790,2023-05-09,ServicerC,94427.57,Default,2.24,LOS,balance_mismatch,0,Update from ServicerE
LN0001790,2021-04-11,ServicerA,129745.98,90DPD,6.473,Manual-Entry,none,0,Update from ServicerA
LN0002041,2023-05-31,ServicerB,0.0,90DPD,5.394,Batch-Upload,balance_mismatch,0,Update from ServicerE
LN0002041,2023-03-24,ServicerD,0.0,60DPD,7.395,Servicer-Portal,stale_record,1,Update from ServicerC
LN0002041,2022-07-08,ServicerA,0.0,90DPD,5.828,Batch-Upload,balance_mismatch,0,Update from ServicerA
LN0002041,2022-09-11,ServicerE,0.0,30DPD,7.717,Batch-Upload,balance_mismatch,0,Update from ServicerA
LN0005008,2022-09-23,ServicerA,0.0,30DPD,5.443,Manual-Entry,balance_mismatch,0,Update from ServicerA
LN0006827,2023-01-28,ServicerC,0.0,60DPD,7.914,LOS,stale_record,1,Update from ServicerE
LN0006827,2021-03-08,ServicerC,0.0,Current,5.235,Servicer-Portal,rate_discrepancy,0,Update from ServicerD
LN0006827,2023-05-06,ServicerA,0.0,90DPD,5.561,Manual-Entry,none,0,Update from ServicerE
LN0006827,2023-08-21,ServicerA,0.0,60DPD,8.372,Batch-Upload,none,0,Update from ServicerB
LN0006827,2022-05-23,ServicerD,0.0,Current,6.52,Servicer-Portal,rate_discrepancy,0,Update from ServicerE
LN0006827,2023-12-01,ServicerC,0.0,Current,5.104,Manual-Entry,balance_mismatch,0,Update from ServicerD
LN0004348,2023-06-04,ServicerE,105335.1,90DPD,4.867,Batch-Upload,none,0,Update from ServicerD
LN0004348,2021-10-24,ServicerD,105335.1,30DPD,5.356,Batch-Upload,none,0,Update from ServicerC
LN0004348,2022-10-07,ServicerC,105335.1,30DPD,5.306,Servicer-Portal,status_conflict,0,Update from ServicerB
LN0004348,2022-11-22,ServicerA,164767.34,90DPD,3.426,LOS,balance_mismatch,0,Update from ServicerD
LN0004817,2021-10-17,ServicerC,284243.41,30DPD,6.906,Manual-Entry,none,0,Update from ServicerB
LN0004817,2022-10-13,ServicerA,284243.41,Default,4.273,Servicer-Portal,rate_discrepancy,0,Update from ServicerB
LN0004817,2021-08-29,ServicerA,284243.41,Current,6.018,Manual-Entry,none,0,Update from ServicerC
LN0004817,2023-08-15,ServicerE,284243.41,60DPD,9.309,Manual-Entry,none,0,Update from ServicerC
LN0006969,2022-10-21,ServicerC,0.0,30DPD,3.808,Servicer-Portal,rate_discrepancy,0,Update from ServicerC
LN0006969,2022-04-29,ServicerC,0.0,Current,6.802,Batch-Upload,none,0,Update from ServicerA
LN0006969,2023-06-03,ServicerE,0.0,Default,6.076,Servicer-Portal,rate_discrepancy,0,Update from ServicerE
LN0006969,2022-04-17,ServicerD,0.0,90DPD,5.518,Batch-Upload,status_conflict,0,Update from ServicerA
LN0008222,2022-03-22,ServicerB,0.0,Default,3.005,Batch-Upload,none,0,Update from ServicerB
LN0003803,2023-12-11,ServicerE,83867.98,90DPD,5.166,Servicer-Portal,rate_discrepancy,0,Update from ServicerE
LN0003803,2021-07-18,ServicerC,83867.98,60DPD,4.132,Manual-Entry,stale_record,1,Update from ServicerD
LN0003803,2023-10-29,ServicerD,83867.98,60DPD,4.77,Batch-Upload,status_conflict,0,Update from ServicerE
LN0003803,2021-02-24,ServicerD,83867.98,60DPD,8.282,LOS,none,0,Update from ServicerD
LN0003803,2022-05-18,ServicerB,167653.72,Current,5.672,Servicer-Portal,balance_mismatch,0,Update from ServicerE
LN0003803,2022-06-12,ServicerD,83867.98,30DPD,7.7,LOS,stale_record,1,Update from ServicerA
LN0000056,2022-05-11,ServicerA,266620.28,30DPD,5.871,Servicer-Portal,none,0,Update from ServicerE
LN0008199,2023-08-23,ServicerA,177804.64,Default,4.422,Servicer-Portal,none,0,Update from ServicerE
LN0008199,2023-01-30,ServicerC,177804.64,Default,3.438,Servicer-Portal,stale_record,1,Update from ServicerE
LN0008199,2022-06-21,ServicerD,177804.64,60DPD,5.327,Batch-Upload,stale_record,1,Update from ServicerC
LN0008199,2022-01-06,ServicerE,177804.64,30DPD,6.523,Batch-Upload,none,0,Update from ServicerE
LN0002242,2021-01-12,ServicerD,521188.66,30DPD,4.255,Servicer-Portal,rate_discrepancy,0,Update from ServicerB
LN0002242,2023-03-24,ServicerB,521188.66,Default,3.966,Manual-Entry,none,0,Update from ServicerD
LN0002242,2021-02-07,ServicerB,521188.66,Default,4.829,Servicer-Portal,stale_record,1,Update from ServicerE
LN0002242,2021-02-12,ServicerA,612178.31,Current,5.546,Manual-Entry,balance_mismatch,0,Update from ServicerA
LN0002242,2021-09-13,ServicerB,521188.66,30DPD,6.103,LOS,stale_record,1,Update from ServicerD
LN0002242,2023-10-18,ServicerE,521188.66,Default,6.443,Batch-Upload,none,0,Update from ServicerB
LN0005930,2022-08-13,ServicerA,71868.46,90DPD,5.63,Batch-Upload,none,0,Update from ServicerA
LN0005930,2021-03-02,ServicerA,71868.46,Current,3.089,Batch-Upload,none,0,Update from ServicerB
LN0001097,2021-07-24,ServicerD,161732.39,30DPD,4.809,Servicer-Portal,rate_discrepancy,0,Update from ServicerE
LN0001097,2023-06-12,ServicerC,161732.39,30DPD,6.045,Batch-Upload,none,0,Update from ServicerA
LN0001097,2021-05-27,ServicerE,161732.39,90DPD,6.374,Batch-Upload,none,0,Update from ServicerE
LN0004666,2021-12-05,ServicerD,102719.87,Current,5.314,LOS,balance_mismatch,0,Update from ServicerA
LN0004500,2022-10-26,ServicerD,272614.58,Default,3.978,Servicer-Portal,none,0,Update from ServicerA
LN0004500,2022-07-05,ServicerD,272614.58,30DPD,4.704,Manual-Entry,none,0,Update from ServicerD
LN0008348,2021-04-21,ServicerA,142901.85,Current,2.676,LOS,stale_record,1,Update from ServicerB
LN0008348,2023-04-04,ServicerD,142901.85,30DPD,4.479,LOS,none,0,Update from ServicerE
LN0008348,2022-06-04,ServicerB,142901.85,60DPD,6.277,Servicer-Portal,none,0,Update from ServicerD
LN0008348,2021-01-07,ServicerD,142901.85,60DPD,5.188,Servicer-Portal,none,0,Update from ServicerD
LN0008348,2023-11-01,ServicerE,142901.85,60DPD,4.966,LOS,none,0,Update from ServicerD
LN0003816,2021-10-10,ServicerA,1420085.23,30DPD,3.999,Servicer-Portal,stale_record,1,Update from ServicerD
LN0003816,2021-12-17,ServicerD,1420085.23,Default,6.945,Manual-Entry,none,0,Update from ServicerB
LN0003816,2022-11-10,ServicerA,1420085.23,60DPD,3.313,Servicer-Portal,none,0,Update from ServicerD
LN0003816,2021-01-04,ServicerD,1420085.23,90DPD,6.685,Manual-Entry,none,0,Update from ServicerE
LN0003816,2023-01-09,ServicerA,1420085.23,60DPD,7.88,LOS,none,0,Update from ServicerE
LN0003816,2023-03-28,ServicerC,1420085.23,30DPD,6.645,Manual-Entry,rate_discrepancy,0,Update from ServicerA
LN0000566,2021-03-17,ServicerA,357428.11,30DPD,3.664,Manual-Entry,none,0,Update from ServicerE
LN0000566,2023-11-26,ServicerE,357428.11,Current,5.804,Manual-Entry,none,0,Update from ServicerB
LN0000566,2022-05-16,ServicerA,357428.11,90DPD,6.871,Batch-Upload,none,0,Update from ServicerC
LN0000566,2022-08-20,ServicerB,357428.11,60DPD,4.554,Manual-Entry,none,0,Update from ServicerD
LN0000566,2022-07-12,ServicerA,508610.62,60DPD,6.533,Servicer-Portal,balance_mismatch,0,Update from ServicerC
LN0007688,2022-08-08,ServicerB,404821.42,30DPD,8.143,Batch-Upload,none,0,Update from ServicerA
LN0007688,2023-10-28,ServicerA,404821.42,30DPD,5.774,Manual-Entry,stale_record,1,Update from ServicerD
LN0009309,2022-09-11,ServicerD,88769.88,60DPD,7.511,Servicer-Portal,rate_discrepancy,0,Update from ServicerA
LN0009309,2022-12-07,ServicerA,88769.88,60DPD,5.247,Servicer-Portal,status_conflict,0,Update from ServicerC
LN0007295,2021-12-27,ServicerC,136722.15,Default,6.233,Servicer-Portal,status_conflict,0,Update from ServicerB
LN0007295,2022-04-23,ServicerC,105835.82,Current,5.81,Manual-Entry,balance_mismatch,0,Update from ServicerE
LN0007295,2023-04-08,ServicerB,136722.15,60DPD,4.007,LOS,none,0,Update from ServicerB
LN0007295,2023-08-04,ServicerA,136722.15,30DPD,5.204,Manual-Entry,none,0,Update from ServicerB
LN0007295,2023-08-20,ServicerE,136722.15,Default,3.818,Manual-Entry,none,0,Update from ServicerD
LN0007295,2023-10-19,ServicerB,136722.15,60DPD,2.985,Batch-Upload,stale_record,1,Update from ServicerD
LN0002289,2021-12-16,ServicerD,325150.71,90DPD,5.786,Servicer-Portal,stale_record,1,Update from ServicerC
LN0002289,2021-10-04,ServicerE,325150.71,30DPD,7.283,LOS,stale_record,1,Update from ServicerE
LN0002289,2022-04-03,ServicerB,325150.71,Current,3.901,LOS,none,0,Update from ServicerB
LN0002289,2022-03-31,ServicerA,325150.71,Default,6.74,Servicer-Portal,none,0,Update from ServicerA
LN0002289,2021-04-24,ServicerB,325150.71,90DPD,6.431,Batch-Upload,none,0,Update from ServicerA
LN0005827,2022-02-05,ServicerB,246164.21,Current,7.016,Servicer-Portal,none,0,Update from ServicerA
LN0005827,2023-07-14,ServicerC,246164.21,Current,6.808,Batch-Upload,none,0,Update from ServicerD
LN0005827,2022-04-24,ServicerB,246164.21,Default,7.923,LOS,status_conflict,0,Update from ServicerB
LN0003273,2022-01-14,ServicerD,0.0,Current,6.828,Manual-Entry,status_conflict,0,Update from ServicerA
LN0003273,2023-11-09,ServicerB,0.0,Default,5.209,LOS,none,0,Update from ServicerB
LN0003273,2023-03-30,ServicerD,0.0,Default,7.508,LOS,none,0,Update from ServicerD
LN0003273,2023-09-12,ServicerB,0.0,Current,5.527,Manual-Entry,status_conflict,0,Update from ServicerC
LN0003273,2021-04-06,ServicerB,0.0,90DPD,3.188,Manual-Entry,none,0,Update from ServicerC
LN0001687,2022-03-07,ServicerD,0.0,30DPD,5.418,Manual-Entry,none,0,Update from ServicerE
LN0001687,2023-06-25,ServicerC,0.0,Current,4.817,Batch-Upload,none,0,Update from ServicerC
LN0001687,2022-02-20,ServicerC,0.0,Current,5.429,Servicer-Portal,balance_mismatch,0,Update from ServicerC
LN0008799,2022-03-07,ServicerD,0.0,90DPD,8.268,Manual-Entry,stale_record,1,Update from ServicerC
LN0008799,2022-03-04,ServicerA,0.0,30DPD,7.393,Servicer-Portal,none,0,Update from ServicerB
LN0008799,2021-10-21,ServicerD,0.0,Default,4.726,Manual-Entry,none,0,Update from ServicerD
LN0008799,2021-03-24,ServicerA,0.0,Default,5.45,Batch-Upload,status_conflict,0,Update from ServicerC
LN0008799,2022-10-02,ServicerD,0.0,90DPD,4.324,Batch-Upload,none,0,Update from ServicerD
LN0002818,2021-03-03,ServicerE,0.0,Current,7.045,Servicer-Portal,balance_mismatch,0,Update from ServicerA
LN0003087,2023-06-14,ServicerC,0.0,90DPD,5.486,Servicer-Portal,none,0,Update from ServicerE
LN0003087,2021-09-16,ServicerA,0.0,30DPD,5.235,Servicer-Portal,status_conflict,0,Update from ServicerD
LN0003087,2021-02-10,ServicerE,0.0,90DPD,5.924,LOS,none,0,Update from ServicerC
LN0003087,2023-11-02,ServicerA,0.0,Default,6.258,Manual-Entry,status_conflict,0,Update from ServicerC
LN0001193,2022-11-04,ServicerC,0.0,90DPD,5.067,LOS,balance_mismatch,0,Update from ServicerA
LN0001193,2022-10-02,ServicerA,0.0,Current,4.593,Manual-Entry,stale_record,1,Update from ServicerC
LN0001193,2022-03-06,ServicerB,0.0,Current,6.013,Batch-Upload,stale_record,1,Update from ServicerB
LN0001193,2022-10-05,ServicerC,0.0,30DPD,3.203,Manual-Entry,rate_discrepancy,0,Update from ServicerB
LN0001193,2023-07-22,ServicerB,0.0,Default,4.718,Batch-Upload,stale_record,1,Update from ServicerC
LN0007644,2021-04-05,ServicerB,0.0,30DPD,4.988,Servicer-Portal,rate_discrepancy,0,Update from ServicerD
LN0007644,2023-11-28,ServicerD,0.0,Current,5.557,Manual-Entry,rate_discrepancy,0,Update from ServicerB
LN0003757,2021-02-13,ServicerB,61858.96,Default,3.647,Batch-Upload,status_conflict,0,Update from ServicerD
LN0001805,2022-06-05,ServicerE,156494.38,30DPD,6.494,LOS,none,0,Update from ServicerE
LN0001805,2021-05-04,ServicerB,156494.38,30DPD,2.82,Servicer-Portal,stale_record,1,Update from ServicerA
LN0001805,2021-05-14,ServicerA,156494.38,Default,4.596,Manual-Entry,stale_record,1,Update from ServicerC
LN0004179,2023-09-08,ServicerD,275266.52,Default,10.825,Manual-Entry,none,0,Update from ServicerD
LN0004179,2021-11-17,ServicerB,275266.52,90DPD,4.674,Servicer-Portal,stale_record,1,Update from ServicerB
LN0004179,2022-04-09,ServicerC,275266.52,Current,8.896,Servicer-Portal,none,0,Update from ServicerC
LN0004179,2023-06-28,ServicerC,275266.52,60DPD,4.94,Manual-Entry,rate_discrepancy,0,Update from ServicerA
LN0004179,2021-07-07,ServicerD,213089.43,90DPD,4.91,Servicer-Portal,balance_mismatch,0,Update from ServicerB
LN0008439,2021-01-28,ServicerE,93782.23,90DPD,4.277,LOS,none,0,Update from ServicerA
LN0008439,2022-04-02,ServicerB,93782.23,60DPD,3.442,Servicer-Portal,none,0,Update from ServicerA
LN0008439,2023-04-29,ServicerA,93782.23,Default,4.465,LOS,rate_discrepancy,0,Update from ServicerC
LN0008439,2021-09-06,ServicerC,93782.23,90DPD,3.487,Servicer-Portal,none,0,Update from ServicerA
LN0008439,2022-11-25,ServicerC,93782.23,Default,4.691,Batch-Upload,stale_record,1,Update from ServicerC
LN0003901,2023-05-30,ServicerE,186884.58,30DPD,3.577,LOS,none,0,Update from ServicerA
LN0003901,2022-12-05,ServicerB,186884.58,Default,3.943,Servicer-Portal,stale_record,1,Update from ServicerD
LN0003901,2021-05-13,ServicerE,186884.58,Default,6.626,Servicer-Portal,stale_record,1,Update from ServicerD
LN0003901,2021-05-07,ServicerD,186884.58,90DPD,5.101,Manual-Entry,none,0,Update from ServicerC
LN0003901,2023-03-01,ServicerB,215926.81,Default,5.426,LOS,balance_mismatch,0,Update from ServicerD
LN0003901,2022-05-06,ServicerE,186884.58,30DPD,5.149,Servicer-Portal,rate_discrepancy,0,Update from ServicerC
LN0000610,2023-08-24,ServicerB,134573.03,Default,5.395,Manual-Entry,none,0,Update from ServicerE
LN0000610,2022-01-05,ServicerE,134573.03,30DPD,8.715,LOS,none,0,Update from ServicerA
LN0000610,2022-11-23,ServicerC,134573.03,Default,8.335,Manual-Entry,none,0,Update from ServicerA
LN0000610,2021-01-22,ServicerC,134573.03,Default,5.853,Manual-Entry,none,0,Update from ServicerB
LN0003698,2023-08-01,ServicerB,0.0,Default,7.65,Manual-Entry,rate_discrepancy,0,Update from ServicerC
LN0003698,2023-07-03,ServicerB,0.0,Default,7.056,Servicer-Portal,rate_discrepancy,0,Update from ServicerC
LN0003698,2023-06-15,ServicerC,0.0,30DPD,8.561,Manual-Entry,none,0,Update from ServicerD
LN0003698,2021-09-21,ServicerC,0.0,30DPD,5.191,LOS,balance_mismatch,0,Update from ServicerB
LN0003698,2023-08-28,ServicerE,0.0,90DPD,6.91,Batch-Upload,status_conflict,0,Update from ServicerA
LN0003698,2023-02-24,ServicerA,0.0,Default,5.318,Servicer-Portal,none,0,Update from ServicerD
LN0007653,2021-04-22,ServicerE,0.0,Current,6.063,Batch-Upload,balance_mismatch,0,Update from ServicerB
LN0001402,2023-01-01,ServicerA,92661.21,Current,6.265,Servicer-Portal,none,0,Update from ServicerE
LN0001402,2021-08-05,ServicerC,180347.93,90DPD,5.906,Servicer-Portal,balance_mismatch,0,Update from ServicerD
LN0001402,2022-12-01,ServicerB,92661.21,30DPD,6.154,Batch-Upload,stale_record,1,Update from ServicerE
LN0002968,2022-05-30,ServicerA,0.0,90DPD,7.293,Manual-Entry,balance_mismatch,0,Update from ServicerB
LN0002968,2021-01-25,ServicerD,0.0,Default,4.106,Batch-Upload,rate_discrepancy,0,Update from ServicerD
LN0002968,2023-11-01,ServicerD,0.0,30DPD,5.503,Servicer-Portal,none,0,Update from ServicerC
LN0002968,2021-03-21,ServicerD,0.0,30DPD,2.285,Batch-Upload,stale_record,1,Update from ServicerA
LN0002968,2022-09-20,ServicerC,0.0,60DPD,3.886,Batch-Upload,stale_record,1,Update from ServicerC
LN0002968,2023-08-26,ServicerC,0.0,Current,3.732,Manual-Entry,none,0,Update from ServicerE
LN0003249,2022-09-02,ServicerA,287396.07,60DPD,4.162,LOS,stale_record,1,Update from ServicerB
LN0000708,2023-11-06,ServicerA,157440.12,60DPD,6.556,Manual-Entry,stale_record,1,Update from ServicerE
LN0000708,2023-10-07,ServicerC,157440.12,30DPD,3.665,LOS,status_conflict,0,Update from ServicerA
LN0005815,2023-06-26,ServicerE,343835.45,Default,5.27,Batch-Upload,stale_record,1,Update from ServicerD
LN0005815,2023-12-14,ServicerE,440372.06,30DPD,6.381,LOS,balance_mismatch,0,Update from ServicerE
LN0005815,2023-07-21,ServicerA,343835.45,30DPD,7.843,LOS,stale_record,1,Update from ServicerE
LN0005815,2022-03-10,ServicerB,343835.45,90DPD,8.267,Batch-Upload,none,0,Update from ServicerC
LN0005280,2021-12-31,ServicerD,106608.58,90DPD,7.126,LOS,none,0,Update from ServicerD
LN0005280,2023-06-11,ServicerD,106608.58,90DPD,5.556,Batch-Upload,none,0,Update from ServicerE
LN0005280,2022-05-08,ServicerE,106608.58,Current,6.145,Batch-Upload,status_conflict,0,Update from ServicerB
LN0006407,2021-08-24,ServicerC,0.0,Current,8.718,LOS,none,0,Update from ServicerB
LN0006407,2023-08-25,ServicerA,0.0,90DPD,5.863,Servicer-Portal,stale_record,1,Update from ServicerA
LN0009531,2022-07-12,ServicerB,184126.42,90DPD,3.476,Manual-Entry,none,0,Update from ServicerE
LN0009531,2022-10-12,ServicerC,184126.42,30DPD,6.948,LOS,none,0,Update from ServicerB
LN0009531,2022-03-21,ServicerD,184126.42,90DPD,5.637,Servicer-Portal,none,0,Update from ServicerB
LN0005520,2021-11-28,ServicerB,283851.6,Default,5.672,Batch-Upload,balance_mismatch,0,Update from ServicerC
LN0005520,2023-04-08,ServicerB,216340.08,Default,6.1,Batch-Upload,none,0,Update from ServicerA
LN0007212,2021-03-14,ServicerC,0.0,60DPD,5.994,Manual-Entry,none,0,Update from ServicerA
LN0007212,2021-03-25,ServicerB,0.0,30DPD,6.233,Batch-Upload,balance_mismatch,0,Update from ServicerD
LN0007212,2023-08-22,ServicerC,0.0,Default,6.344,LOS,none,0,Update from ServicerC
LN0007212,2023-10-23,ServicerC,0.0,90DPD,7.102,Batch-Upload,stale_record,1,Update from ServicerA
LN0003983,2021-02-02,ServicerD,159128.09,Default,9.4,Manual-Entry,balance_mismatch,0,Update from ServicerC
LN0003983,2022-07-08,ServicerA,92740.51,60DPD,6.559,LOS,rate_discrepancy,0,Update from ServicerC
LN0003983,2022-02-15,ServicerB,92740.51,60DPD,6.841,Manual-Entry,none,0,Update from ServicerC
LN0003983,2021-01-28,ServicerE,92740.51,30DPD,3.673,Batch-Upload,none,0,Update from ServicerC
LN0003983,2023-07-05,ServicerB,170398.65,Default,4.171,Manual-Entry,balance_mismatch,0,Update from ServicerE
LN0003983,2022-12-01,ServicerE,116999.8,Current,4.365,Servicer-Portal,balance_mismatch,0,Update from ServicerC
LN0001128,2021-12-12,ServicerD,268370.64,90DPD,2.336,Servicer-Portal,none,0,Update from ServicerD
LN0001128,2021-07-02,ServicerB,268370.64,60DPD,7.715,Batch-Upload,none,0,Update from ServicerB
LN0001128,2021-08-16,ServicerE,268370.64,Current,5.801,LOS,stale_record,1,Update from ServicerC
LN0001128,2021-06-05,ServicerE,268370.64,Current,5.754,LOS,stale_record,1,Update from ServicerD
LN0001128,2021-09-03,ServicerE,252193.82,Current,6.602,Batch-Upload,balance_mismatch,0,Update from ServicerB
LN0001128,2021-02-12,ServicerB,268370.64,90DPD,2.481,Servicer-Portal,none,0,Update from ServicerB
LN0004150,2022-07-08,ServicerE,234936.27,Current,5.272,Batch-Upload,stale_record,1,Update from ServicerD
LN0004150,2021-12-03,ServicerE,320856.22,Current,3.823,Batch-Upload,balance_mismatch,0,Update from ServicerE
LN0004150,2021-10-13,ServicerA,234936.27,Current,4.867,Manual-Entry,none,0,Update from ServicerA
LN0008456,2022-05-06,ServicerE,84540.77,90DPD,6.205,Manual-Entry,balance_mismatch,0,Update from ServicerB
LN0008456,2021-03-07,ServicerA,99331.98,Default,3.347,Batch-Upload,none,0,Update from ServicerE
LN0008456,2023-05-18,ServicerB,99331.98,Current,5.014,Servicer-Portal,rate_discrepancy,0,Update from ServicerC
LN0008456,2022-10-18,ServicerD,99331.98,Current,5.965,Batch-Upload,none,0,Update from ServicerD
LN0008456,2023-06-16,ServicerD,99331.98,Default,6.264,Servicer-Portal,none,0,Update from ServicerA
LN0008456,2023-01-10,ServicerA,85257.98,Current,8.628,Manual-Entry,balance_mismatch,0,Update from ServicerE
LN0008392,2023-11-11,ServicerC,182614.86,90DPD,5.878,Manual-Entry,none,0,Update from ServicerD
LN0008392,2021-03-28,ServicerA,182614.86,Current,2.82,Manual-Entry,stale_record,1,Update from ServicerA
LN0008392,2022-05-13,ServicerE,332255.93,90DPD,1.713,LOS,balance_mismatch,0,Update from ServicerA
LN0008392,2023-05-28,ServicerC,182614.86,90DPD,5.117,Batch-Upload,none,0,Update from ServicerC
LN0008392,2023-05-15,ServicerD,182614.86,Default,7.778,LOS,none,0,Update from ServicerD
LN0007044,2023-08-26,ServicerB,107385.32,Current,5.422,LOS,stale_record,1,Update from ServicerC
LN0007044,2021-01-15,ServicerB,107385.32,30DPD,2.902,Batch-Upload,none,0,Update from ServicerC
LN0007044,2022-06-14,ServicerB,179891.5,Default,4.004,LOS,balance_mismatch,0,Update from ServicerC
